start_time,end_time,text,speaker
00:02:15.519,00:02:16.240,If there's no.,UNKNOWN
00:02:17.120,00:02:19.120,I don't believe my hair breath sounds on the left.,UNKNOWN
00:02:19.120,00:02:19.599,Perfect.,UNKNOWN
00:02:19.599,00:02:22.640,I will ask you to do a third cost to me,UNKNOWN
00:02:22.640,00:02:24.240,to decompress the left chest.,UNKNOWN
00:02:24.240,00:02:25.920,"I have a third cost to me, train tubes.",UNKNOWN
00:02:26.719,00:02:27.200,Perfect.,UNKNOWN
00:02:27.920,00:02:28.400,Hi.,UNKNOWN
00:02:28.400,00:02:30.480,He's got on cardiac monitors and we've got...,UNKNOWN
00:02:30.480,00:02:31.280,Can I breathe?,UNKNOWN
00:02:31.280,00:02:32.159,I can't breathe.,UNKNOWN
00:02:32.960,00:02:35.680,Can I ask my RT to provide oxygen?,UNKNOWN
00:02:36.640,00:02:39.040,And do a small jaw trust?,UNKNOWN
00:02:39.040,00:02:40.159,Really Bob?,UNKNOWN
00:02:40.159,00:02:42.960,I think you have some fluid or some air in your chest.,UNKNOWN
00:02:42.960,00:02:44.400,I would like to put a chest tube in.,UNKNOWN
00:02:44.400,00:02:45.840,"I think it's going to hurt a little bit,",UNKNOWN
00:02:45.840,00:02:47.920,but I think it can help with your breathing.,UNKNOWN
00:02:47.920,00:02:48.640,I'm dying.,UNKNOWN
00:02:49.200,00:02:49.680,Okay.,UNKNOWN
00:02:49.680,00:02:50.879,"We'll take care of you, Bob.",UNKNOWN
00:02:51.360,00:02:52.560,Just going to put your arm up here.,UNKNOWN
00:02:53.120,00:02:53.520,Good.,UNKNOWN
00:02:53.520,00:02:53.920,"So,",UNKNOWN
00:02:53.920,00:02:56.400,If we start from a...,UNKNOWN
00:02:57.200,00:03:00.640,"If we go a more structured way,",UNKNOWN
00:03:00.640,00:03:02.319,is the airway patent right now?,UNKNOWN
00:03:02.879,00:03:03.840,The airway is paid.,UNKNOWN
00:03:03.840,00:03:05.920,"The patient is speaking, so that's good.",UNKNOWN
00:03:05.920,00:03:08.159,"If we go and be, we have a separate way is breathing.",UNKNOWN
00:03:08.159,00:03:09.759,"So, we decompress the left chest.",UNKNOWN
00:03:11.759,00:03:13.120,It's in already?,UNKNOWN
00:03:13.120,00:03:14.000,"Well, there's a...",UNKNOWN
00:03:14.000,00:03:15.280,I wish that hurts.,UNKNOWN
00:03:15.280,00:03:16.400,"Sorry, Bob.",UNKNOWN
00:03:16.560,00:03:17.360,Bob?,UNKNOWN
00:03:17.360,00:03:20.319,Is there air or blood coming out?,UNKNOWN
00:03:22.240,00:03:26.240,"So, once we started the process for the chest to get the stuff ready",UNKNOWN
00:03:26.240,00:03:27.680,"in the meantime, the pressure is low.",UNKNOWN
00:03:27.680,00:03:29.040,We're going to need the blood product.,UNKNOWN
00:03:29.040,00:03:31.200,We have a stop to the chest.,UNKNOWN
00:03:31.680,00:03:32.640,Can you breathe?,UNKNOWN
00:03:32.640,00:03:35.280,We're going to need the blood bang to be aware.,UNKNOWN
00:03:35.280,00:03:37.599,We can give them the meantime a little bit of fluid.,UNKNOWN
00:03:40.400,00:03:42.879,Do I feel a rush of air or are you fluid?,UNKNOWN
00:03:42.879,00:03:45.759,"I was like, do my fingers decompression on the left?",UNKNOWN
00:03:46.719,00:03:49.840,"I feel like I'm disorganized, but I don't know where he's heading.",UNKNOWN
00:03:49.840,00:03:52.560,"So, just put a drain in and once the drain is in...",UNKNOWN
00:03:52.560,00:03:54.400,The drain is in on the left chest.,UNKNOWN
00:03:54.400,00:03:55.520,You want an ultrasound?,UNKNOWN
00:03:55.520,00:03:58.800,Are there vitals any better after the compression of the chest?,UNKNOWN
00:04:00.800,00:04:01.920,There's still...,UNKNOWN
00:04:01.920,00:04:04.319,"Well, all two sets are fine, but the patient is still...",UNKNOWN
00:04:06.080,00:04:09.040,130 of heart rate and low blood pressure.,UNKNOWN
00:04:09.599,00:04:12.319,I've initiated one leave air by the crystallite.,UNKNOWN
00:04:12.560,00:04:14.560,Do I have an ultrasound?,UNKNOWN
00:04:14.560,00:04:16.560,I do have an ultrasound.,UNKNOWN
00:04:16.560,00:04:18.879,I'm doing the E-fax exam.,UNKNOWN
00:04:18.879,00:04:20.399,Very fine.,UNKNOWN
00:04:20.399,00:04:23.439,"Subdivermatic, you.",UNKNOWN
00:04:24.480,00:04:27.680,"So, no long sliding on the left side and the right side is good.",UNKNOWN
00:04:30.079,00:04:30.639,We have...,UNKNOWN
00:04:30.639,00:04:33.439,"Look, right upper quadrant pressures come out very well.",UNKNOWN
00:04:33.439,00:04:38.000,It collapsed long and hemothorax on this side.,UNKNOWN
00:04:38.000,00:04:40.480,"Before insertion of the chest, you want an unstable patient.",UNKNOWN
00:04:41.439,00:04:42.080,And then...,UNKNOWN
00:04:44.319,00:04:48.560,"I cannot really see if there's supposed to be blood around the heart or not,",UNKNOWN
00:04:48.560,00:04:52.560,"and that focus, but I don't think so.",UNKNOWN
00:04:53.520,00:04:53.840,This?,UNKNOWN
00:04:55.040,00:04:56.480,"Well, I'm just not sure, maybe.",UNKNOWN
00:05:00.879,00:05:02.400,Do you want to read the primary after...,UNKNOWN
00:05:02.400,00:05:03.840,"Yeah, so after...",UNKNOWN
00:05:06.319,00:05:07.759,"Really Bob, can you hear me, buddy?",UNKNOWN
00:05:08.399,00:05:10.800,"Ah, my breathing is better.",UNKNOWN
00:05:10.800,00:05:11.599,Perfect.,UNKNOWN
00:05:11.599,00:05:13.120,"Good job, airway is patient.",UNKNOWN
00:05:13.839,00:05:14.959,Brush them to the right.,UNKNOWN
00:05:17.199,00:05:19.360,"No, no, no, no, no, no, no, no.",UNKNOWN
00:05:19.360,00:05:20.480,They're spitting your chest?,UNKNOWN
00:05:21.920,00:05:23.599,"They're too, but it hurts.",UNKNOWN
00:05:23.599,00:05:27.199,"Yeah, so we can give them band-mads a little bit to see if it helps.",UNKNOWN
00:05:27.199,00:05:28.399,Are there lessons on the left?,UNKNOWN
00:05:29.759,00:05:31.279,I didn't hear any brush sounds on the left.,UNKNOWN
00:05:33.360,00:05:34.399,Is it improved?,UNKNOWN
00:05:34.560,00:05:38.639,"I would probably just repeat, so we'll start my ABC from the beginning.",UNKNOWN
00:05:38.639,00:05:42.560,"So the airway remains spated, and the state of the patient seems a bit better.",UNKNOWN
00:05:42.560,00:05:46.879,"Is the air coming in on the left side once the chest, too, is inserted?",UNKNOWN
00:05:49.279,00:05:49.919,Not really.,UNKNOWN
00:05:51.279,00:05:55.679,So right now we have an injury to the chest that seems to be in the cardiac box.,UNKNOWN
00:05:55.679,00:05:58.079,The patient is at risk of cardiac injury as well.,UNKNOWN
00:05:58.079,00:05:59.199,The pressure remains low.,UNKNOWN
00:06:00.799,00:06:02.079,I am concerned right now.,UNKNOWN
00:06:02.079,00:06:02.879,The...,UNKNOWN
00:06:02.959,00:06:10.079,"The fast, honestly, I'm not so sure of what I see on the picture that was printed.",UNKNOWN
00:06:11.519,00:06:13.839,I would give him more fluids that we'd give him blood.,UNKNOWN
00:06:13.839,00:06:15.120,We couldn't give him TXA.,UNKNOWN
00:06:17.839,00:06:24.719,And just keep going with your primary seren secondary survey while the blood and the fluid is coming in.,UNKNOWN
00:06:26.480,00:06:26.719,So...,UNKNOWN
00:06:26.719,00:06:28.480,"Have a narrow pulse pressure, too.",UNKNOWN
00:06:28.480,00:06:28.879,Yeah.,UNKNOWN
00:06:28.879,00:06:30.639,Can we give an x-ray or just an e-fast?,UNKNOWN
00:06:30.639,00:06:32.639,"We did an x-ray and an e-fast, both.",UNKNOWN
00:06:32.639,00:06:33.839,Not a parallel pulse pressure.,UNKNOWN
00:06:35.039,00:06:35.839,"Well, there's no...",UNKNOWN
00:06:35.839,00:06:36.719,There's no pain on my flesh.,UNKNOWN
00:06:37.599,00:06:38.079,I mean...,UNKNOWN
00:06:38.079,00:06:39.199,Can you wiggle your jaw to the straight...,UNKNOWN
00:06:39.199,00:06:40.879,"Oh, it looks like it is.",UNKNOWN
00:06:40.879,00:06:43.599,But I honestly have hard time seeing if there's an infusion there.,UNKNOWN
00:06:43.599,00:06:44.879,"I wonder if this is, but...",UNKNOWN
00:06:45.919,00:06:48.000,Is there enough paracardiophusion?,UNKNOWN
00:06:48.000,00:06:49.360,Is there supposed to be a one?,UNKNOWN
00:06:52.000,00:06:53.599,Because the picture I'm not sure.,UNKNOWN
00:06:55.120,00:06:55.759,Perfect.,UNKNOWN
00:06:55.759,00:06:57.199,I'm ready to roll the patient on your arm.,UNKNOWN
00:06:58.719,00:06:59.199,A little roll?,UNKNOWN
00:06:59.920,00:07:00.159,What?,UNKNOWN
00:07:02.000,00:07:02.479,Can't...,UNKNOWN
00:07:04.319,00:07:07.439,So no improvement with the blood products or the leader of crystallites?,UNKNOWN
00:07:09.199,00:07:09.680,The pressure?,UNKNOWN
00:07:12.719,00:07:14.959,"I feel like I'm a bit disorganized, but I'm not sure.",UNKNOWN
00:07:16.560,00:07:17.039,Am I...,UNKNOWN
00:07:18.800,00:07:21.439,I'm just like recycling the pressure that it sounds like a little bit better.,UNKNOWN
00:07:22.079,00:07:23.680,Pressure's increasing.,UNKNOWN
00:07:23.680,00:07:24.240,Can give him...,UNKNOWN
00:07:25.039,00:07:26.079,Keep giving some blood.,UNKNOWN
00:07:26.560,00:07:27.519,Let the...,UNKNOWN
00:07:28.319,00:07:29.519,"So the question is,",UNKNOWN
00:07:30.159,00:07:31.199,what's an accept?,UNKNOWN
00:07:31.199,00:07:34.719,We have a patient with at least a hemothorax.,UNKNOWN
00:07:34.719,00:07:36.959,We're not sure if there's an infusion or not.,UNKNOWN
00:07:36.959,00:07:40.879,I would probably at this point repeat the ultrasound.,UNKNOWN
00:07:40.879,00:07:42.799,See what is coming out of my drain.,UNKNOWN
00:07:42.799,00:07:46.319,See if the output seems to be like a continuous bleeding.,UNKNOWN
00:07:46.319,00:07:47.599,Promoting me to go to the chest.,UNKNOWN
00:07:47.599,00:07:50.240,"But at the same time, if I have access to the caulking capacity.",UNKNOWN
00:07:50.240,00:07:53.439,But I don't really have access to what is happening.,UNKNOWN
00:07:53.519,00:07:55.199,The sociologist aren't available.,UNKNOWN
00:07:55.199,00:07:56.319,They're kind of in a case.,UNKNOWN
00:07:56.319,00:07:57.360,They'll be both charged.,UNKNOWN
00:07:57.360,00:07:58.079,So I will...,UNKNOWN
00:07:58.079,00:08:02.079,I would be tempted to call my trauma surgery center,UNKNOWN
00:08:02.079,00:08:03.839,to figure out what's in accept.,UNKNOWN
00:08:03.839,00:08:06.160,Because that patient will need tertiary care.,UNKNOWN
00:08:06.720,00:08:09.040,"And if I end up doing something here,",UNKNOWN
00:08:09.040,00:08:12.240,I won't have the capacity after to take care of him further.,UNKNOWN
00:08:12.879,00:08:15.519,So I would call the trauma surgery center.,UNKNOWN
00:08:16.079,00:08:17.759,"Okay, they've accepted the transfer.",UNKNOWN
00:08:17.759,00:08:18.879,"Perfect, good.",UNKNOWN
00:08:18.879,00:08:21.839,"So in the meantime, I will make sure my patient stays stable.",UNKNOWN
00:08:21.919,00:08:24.479,That I blood product available for the transport.,UNKNOWN
00:08:24.479,00:08:27.039,Make sure that I get in touch with the star steam for transfer.,UNKNOWN
00:08:28.079,00:08:28.719,And...,UNKNOWN
00:08:28.719,00:08:31.519,So we have to be in for transfer?,UNKNOWN
00:08:31.519,00:08:33.360,"If the patient is stable for now,",UNKNOWN
00:08:33.360,00:08:34.559,I wouldn't intubate him.,UNKNOWN
00:08:34.559,00:08:37.120,Because if we have any doubt of a potential of,UNKNOWN
00:08:37.120,00:08:39.839,obstructive shocking wood crash over the transport.,UNKNOWN
00:08:39.839,00:08:41.600,And I don't want that right now.,UNKNOWN
00:08:41.600,00:08:44.000,Unless the receiving center says otherwise.,UNKNOWN
00:08:45.519,00:08:47.039,"Okay, sounds good.",UNKNOWN
00:08:47.039,00:08:47.600,That's awesome.,UNKNOWN
00:08:49.600,00:08:51.439,Was there supposed to be an effusion?,UNKNOWN
00:08:51.920,00:08:52.880,"Yeah, I just like...",UNKNOWN
00:08:52.880,00:08:53.840,It's telling.,UNKNOWN
00:08:53.840,00:08:54.960,I'm just not sure...,UNKNOWN
00:08:54.960,00:08:56.240,"Well, that's a hemo.",UNKNOWN
00:08:56.240,00:08:56.560,Yeah.,UNKNOWN
00:08:56.560,00:08:57.120,I get that.,UNKNOWN
00:08:57.120,00:08:59.440,But I'm not sure is it supposed to be effusion?,UNKNOWN
00:08:59.440,00:09:01.280,"Yeah, there's supposed to be a small one there.",UNKNOWN
00:09:01.280,00:09:02.080,Okay.,UNKNOWN
00:09:02.080,00:09:02.800,"Oh, good.",UNKNOWN
00:09:02.800,00:09:03.600,Because he needs...,UNKNOWN
