start_time,end_time,text,speaker
00:04:49.439,00:04:51.439,Are you guys...,UNKNOWN
00:04:51.439,00:04:53.439,There are some problems.,UNKNOWN
00:04:53.439,00:04:55.439,"Let me just prove it, but...",UNKNOWN
00:04:55.439,00:04:56.439,I'm gonna come up with it.,UNKNOWN
00:04:56.439,00:04:58.439,I'm gonna merge you guys on shit.,UNKNOWN
00:04:58.439,00:05:01.439,"I can't merge you girls, I need to eat all your food.",UNKNOWN
00:05:01.439,00:05:04.439,"So, we just obviously should read it.",UNKNOWN
00:05:04.439,00:05:06.439,"It's not even related, like, every week.",UNKNOWN
00:05:06.439,00:05:07.439,We just wanna...,UNKNOWN
00:05:07.439,00:05:12.439,"I'm gonna have more food for you, boss.",UNKNOWN
00:05:12.439,00:05:13.439,Mmm.,UNKNOWN
00:05:13.439,00:05:15.439,Really?,UNKNOWN
00:05:15.439,00:05:17.439,I need to teach.,UNKNOWN
00:05:17.439,00:05:19.439,I'm gonna take five minutes to try to find...,UNKNOWN
00:05:19.439,00:05:22.439,What is wrong with Ariana?,UNKNOWN
00:05:22.439,00:05:23.439,Is not...,UNKNOWN
00:05:23.439,00:05:25.439,"Oh, that's not useful.",UNKNOWN
00:05:25.439,00:05:27.439,"Oh, that's awesome work to be out.",UNKNOWN
00:05:27.439,00:05:28.439,I just wonder.,UNKNOWN
00:05:28.439,00:05:31.439,Your rank is just dramatic children.,UNKNOWN
00:05:31.439,00:05:33.439,"Oh, I'm really sad.",UNKNOWN
00:05:33.439,00:05:35.439,I'm really sad.,UNKNOWN
00:05:35.439,00:05:36.439,I'm really sad.,UNKNOWN
