start_time,end_time,text,speaker
00:01:42.000,00:01:49.000,The guy's dressing has been applied to the wound supplemental oxygen has been applied at 12 degrees per minute.,UNKNOWN
00:01:49.000,00:01:50.000,Okay.,UNKNOWN
00:01:50.000,00:01:52.000,Go ahead.,UNKNOWN
00:01:52.000,00:01:53.000,Okay.,UNKNOWN
00:01:53.000,00:01:54.000,Am I like me?,UNKNOWN
00:01:54.000,00:01:55.000,Are you?,UNKNOWN
00:01:55.000,00:01:56.000,Do you want a TTL?,UNKNOWN
00:01:56.000,00:01:57.000,Do I?,UNKNOWN
00:01:57.000,00:01:58.000,You do VTTL.,UNKNOWN
00:01:58.000,00:01:59.000,I'll be like private.,UNKNOWN
00:01:59.000,00:02:00.000,Okay.,UNKNOWN
00:02:00.000,00:02:04.000,Let's go.,UNKNOWN
00:02:04.000,00:02:07.000,"Hello, Mr. So-and-so.",UNKNOWN
00:02:07.000,00:02:10.000,We're just going to do a quick assessment.,UNKNOWN
00:02:10.000,00:02:14.000,We can get them up on the monitors so I can see that his heart rate is elevated.,UNKNOWN
00:02:14.000,00:02:15.000,He's tacky.,UNKNOWN
00:02:15.000,00:02:16.000,His Spo2 is 80%.,UNKNOWN
00:02:16.000,00:02:18.000,Let's try and optimize that if we can.,UNKNOWN
00:02:18.000,00:02:22.000,"So turning up his oxygen, making sure he's protecting his airway.",UNKNOWN
00:02:22.000,00:02:23.000,"Hello, sir.",UNKNOWN
00:02:23.000,00:02:24.000,Can you hear me?,UNKNOWN
00:02:24.000,00:02:25.000,Does this matter?,UNKNOWN
00:02:25.000,00:02:27.000,I think I'm going to die.,UNKNOWN
00:02:27.000,00:02:29.000,My partner's stab me.,UNKNOWN
00:02:29.000,00:02:30.000,Okay.,UNKNOWN
00:02:30.000,00:02:40.000,So there's an airway spade in these tallocuts.,UNKNOWN
00:02:40.000,00:02:43.000,Do you guys think you can start establishing some IV access?,UNKNOWN
00:02:43.000,00:02:44.000,Sure.,UNKNOWN
00:02:44.000,00:02:46.000,So two large 4 IVs.,UNKNOWN
00:02:46.000,00:02:47.000,I can't breathe.,UNKNOWN
00:02:47.000,00:02:54.000,I can't breathe.,UNKNOWN
00:02:54.000,00:02:55.000,How are breath sounds?,UNKNOWN
00:02:55.000,00:02:59.000,Sounds reduced on the right or the patient left.,UNKNOWN
00:02:59.000,00:03:04.000,There's an obvious wound here with the occlusive dressing applied.,UNKNOWN
00:03:04.000,00:03:07.000,Do you see any tracheal deviation?,UNKNOWN
00:03:07.000,00:03:09.000,Tracheas midline.,UNKNOWN
00:03:09.000,00:03:11.000,"No subcure, fizima.",UNKNOWN
00:03:11.000,00:03:13.000,I've been soft.,UNKNOWN
00:03:13.000,00:03:15.000,Who's there?,UNKNOWN
00:03:15.000,00:03:16.000,Hold your sound.,UNKNOWN
00:03:16.000,00:03:18.000,I'll just externally.,UNKNOWN
00:03:18.000,00:03:21.000,I feel like I'm going to die.,UNKNOWN
00:03:21.000,00:03:22.000,All right.,UNKNOWN
00:03:22.000,00:03:24.000,Just hang in there.,UNKNOWN
00:03:24.000,00:03:28.000,"So we have IV access, so we'll start just hanging a leader.",UNKNOWN
00:03:28.000,00:03:32.000,It sounds like he has decreased breath sounds on the left side.,UNKNOWN
00:03:32.000,00:03:34.000,So I want to call for Chess X-ray.,UNKNOWN
00:03:34.000,00:03:38.000,We'll draw off our trauma labs at this point in time too.,UNKNOWN
00:03:38.000,00:03:45.000,"So that CBC lights group and screen VBG, as well as just basic liver enzymes in talk screen.",UNKNOWN
00:03:45.000,00:03:50.000,"And then we'll go from there with the fast examination as well, while we're waiting.",UNKNOWN
00:03:50.000,00:03:53.000,So do we have ultrasound here in order to do a fast?,UNKNOWN
00:03:53.000,00:03:57.000,"So we don't have ultrasound, so we'll just have to wait for X-ray to come here.",UNKNOWN
00:03:57.000,00:04:04.000,How many leaders is he on of oxygen for the RT that's on?,UNKNOWN
00:04:04.000,00:04:06.000,These are 15 leaders in an ordinary breathing room.,UNKNOWN
00:04:06.000,00:04:15.000,"Okay, so 15 leaders still still still still still saddings 80 percent, which is obviously not ideal.",UNKNOWN
00:04:15.000,00:04:23.000,"So at this point in time, I think like we may need to start considering if we need to progress to intubation that being said he shouldn't be intubated right now,",UNKNOWN
00:04:23.000,00:04:29.000,because I'm suspecting that he might have some kind of human newmo on that left side or something in the cardiac box.,UNKNOWN
00:04:29.000,00:04:35.000,"So if we can set up to do surgical chest tube, just in case that would be perfect.",UNKNOWN
00:04:35.000,00:04:41.000,"So if we set up stuff, well, we get X-ray here and think if it gets anywhere, so we should just go ahead with the chest tube before X-ray still.",UNKNOWN
00:04:41.000,00:04:45.000,Sounds good. Okay. So do we have any adjuncts coming in?,UNKNOWN
00:04:45.000,00:04:55.000,"We should also get the general surgeon on call aware of the situation so that they can come in, because this patient is likely not have to go to the OR.",UNKNOWN
00:04:55.000,00:04:56.000,Okay.,UNKNOWN
00:04:57.000,00:05:05.000,"So we're set up to do our chest tube. We're waiting for our chest X-ray. We're waiting for, we don't have ultrasound, so we can't do it fast.",UNKNOWN
00:05:05.000,00:05:10.000,He's not stable enough at this point in time to go to the scanner.,UNKNOWN
00:05:10.000,00:05:14.000,Let's call down for two units of O-Neg to hang.,UNKNOWN
00:05:14.000,00:05:16.000,Okay.,UNKNOWN
00:05:16.000,00:05:17.000,Oh.,UNKNOWN
00:05:17.000,00:05:18.000,Chest X-ray.,UNKNOWN
00:05:18.000,00:05:23.000,"Chest X-ray. Yeah. So as expected, we definitely have a hemotheraic on that left side.",UNKNOWN
00:05:23.000,00:05:25.000,So if you would like to insert a chest tube now.,UNKNOWN
00:05:25.000,00:05:30.000,"Yeah, I'll start printing a chest tube.",UNKNOWN
00:05:30.000,00:05:33.000,"And then, oh, we did have a fast.",UNKNOWN
00:05:33.000,00:05:36.000,Okay. So I'm not seeing.,UNKNOWN
00:05:36.000,00:05:38.000,"So, yeah.",UNKNOWN
00:05:38.000,00:05:46.000,"Yeah. It looks like it's barcode sign on the left, so I wonder if he has a hemonummo, because he's not having long sign.",UNKNOWN
00:05:46.000,00:05:51.000,Let's upset down.,UNKNOWN
00:05:51.000,00:05:56.000,Which part of the abdomen of this?,UNKNOWN
00:05:56.000,00:05:58.000,This is our cardiac box.,UNKNOWN
00:05:58.000,00:06:04.000,This is your cardiac box.,UNKNOWN
00:06:04.000,00:06:05.000,Okay.,UNKNOWN
00:06:05.000,00:06:08.000,I think there's a little bit of fluid I can see around.,UNKNOWN
00:06:08.000,00:06:10.000,You're here early as well.,UNKNOWN
00:06:10.000,00:06:11.000,Yeah.,UNKNOWN
00:06:11.000,00:06:16.000,Paracardiol.,UNKNOWN
00:06:16.000,00:06:20.000,"Yeah, I wonder if he has a little bit of a paracardiol diffusion.",UNKNOWN
00:06:20.000,00:06:23.000,"I think that's something that we should just relate to, like, general surgery.",UNKNOWN
00:06:23.000,00:06:25.000,Yeah.,UNKNOWN
00:06:25.000,00:06:27.000,You're up before the chest tube.,UNKNOWN
00:06:27.000,00:06:28.000,I'm dying.,UNKNOWN
00:06:28.000,00:06:29.000,I'm dying.,UNKNOWN
00:06:29.000,00:06:32.000,Yeah. We're just going to put a chest tube in here to help you breathe here quickly.,UNKNOWN
00:06:32.000,00:06:34.000,I'm just putting the freezing in.,UNKNOWN
00:06:34.000,00:06:35.000,I'm going to feel a pinch.,UNKNOWN
00:06:35.000,00:06:40.000,"And then, um, that you go numb here.",UNKNOWN
00:06:40.000,00:06:41.000,Okay.,UNKNOWN
00:06:41.000,00:06:42.000,We're almost in.,UNKNOWN
00:06:42.000,00:06:44.000,Making my cut.,UNKNOWN
00:06:44.000,00:06:46.000,We have finger thoracolidamine.,UNKNOWN
00:06:46.000,00:06:51.000,And the chest tube is now in with...,UNKNOWN
00:06:51.000,00:06:54.000,It's great to connect it to such a...,UNKNOWN
00:06:54.000,00:06:57.000,"Yeah, we'll connect it to Frank, um, to the paracardiolidamine.",UNKNOWN
00:06:57.000,00:06:59.000,There is blood draining.,UNKNOWN
00:06:59.000,00:07:00.000,Okay.,UNKNOWN
00:07:00.000,00:07:04.000,What's our immediate output?,UNKNOWN
00:07:04.000,00:07:09.000,"Right now, there's about 500 males, but it's still draining.",UNKNOWN
00:07:09.000,00:07:10.000,Okay.,UNKNOWN
00:07:10.000,00:07:17.000,"So, um, we're going to do a saturation of immediately improved from our original 70s, the",UNKNOWN
00:07:17.000,00:07:20.000,"ladies, um, buddies, hypotensive.",UNKNOWN
00:07:20.000,00:07:24.000,"We already called for our two units of ONAIC, correct?",UNKNOWN
00:07:24.000,00:07:25.000,Yeah.,UNKNOWN
00:07:25.000,00:07:26.000,Okay.,UNKNOWN
00:07:26.000,00:07:28.000,Are they here?,UNKNOWN
00:07:28.000,00:07:32.000,Can we prime the rapid transfuser to make sure that we can have it ready to go?,UNKNOWN
00:07:32.000,00:07:34.000,"Still, setting 88%.",UNKNOWN
00:07:34.000,00:07:36.000,Can you just re-examine him?,UNKNOWN
00:07:36.000,00:07:37.000,"Again, head to toe.",UNKNOWN
00:07:37.000,00:07:39.000,Double check broth sounds.,UNKNOWN
00:07:39.000,00:07:43.000,"Hello, can you hear me, sir?",UNKNOWN
00:07:43.000,00:07:45.000,"Oh, God, pain.",UNKNOWN
00:07:45.000,00:07:46.000,Where's your pain?,UNKNOWN
00:07:46.000,00:07:48.000,"My chest, that tube.",UNKNOWN
00:07:48.000,00:07:49.000,Oh.,UNKNOWN
00:07:49.000,00:07:50.000,Is it improving?,UNKNOWN
00:07:50.000,00:07:51.000,Okay.,UNKNOWN
00:07:51.000,00:07:54.000,BP's 91 over 60s is so quick soft.,UNKNOWN
00:07:54.000,00:07:59.000,"Um, can we just start getting ready to maybe use some pressers so we can start prepping",UNKNOWN
00:07:59.000,00:08:02.000,"norapi, just in case we need to do an infusion.",UNKNOWN
00:08:02.000,00:08:05.000,We would do it at 0.3 mics if we need.,UNKNOWN
00:08:05.000,00:08:06.000,Sure.,UNKNOWN
00:08:06.000,00:08:07.000,But just having it ready.,UNKNOWN
00:08:07.000,00:08:10.000,Press sounds have improved on the left side.,UNKNOWN
00:08:10.000,00:08:11.000,Uh-huh.,UNKNOWN
00:08:11.000,00:08:16.000,Can hear press equal by light or lead is talking still and that then still soft.,UNKNOWN
00:08:16.000,00:08:22.000,"Um, just I think expose the rest of the mercy of the men and other injuries.",UNKNOWN
00:08:22.000,00:08:27.000,"So folks, at this point in time, we have this gentleman here who's got a stop.",UNKNOWN
00:08:27.000,00:08:28.000,Into the left chest.,UNKNOWN
00:08:28.000,00:08:33.000,Had a hemo numo that we could see on chest x-ray and no long side on fast.,UNKNOWN
00:08:33.000,00:08:35.000,We've inserted a surgical chest tube.,UNKNOWN
00:08:35.000,00:08:39.000,We also are questioning if he has a little bit of a paracardioliffusion.,UNKNOWN
00:08:39.000,00:08:44.000,Saturations have improved to 94% he's still protecting his airway but we're set up to intubate,UNKNOWN
00:08:44.000,00:08:51.000,"if needed, currently infusing one unit of own negative packed red blood cells and waiting for our general surgeon to come in.",UNKNOWN
00:08:51.000,00:08:55.000,Any ideas on next steps or things that we have missed thus far?,UNKNOWN
00:08:55.000,00:08:58.000,We have to get to the XA if we haven't already enough to come to the...,UNKNOWN
00:08:58.000,00:08:59.000,Great idea.,UNKNOWN
00:08:59.000,00:09:00.000,Let's give a gram of to the XA as well.,UNKNOWN
00:09:00.000,00:09:04.000,The general surgeons had up in the operating room will be available for two hours.,UNKNOWN
00:09:04.000,00:09:05.000,"Oh, great.",UNKNOWN
00:09:05.000,00:09:08.000,And the seizures also make sense in case they're booked.,UNKNOWN
00:09:08.000,00:09:09.000,"Okay, sounds good.",UNKNOWN
00:09:09.000,00:09:12.000,"Okay, so let's do a secondary assessment.",UNKNOWN
00:09:12.000,00:09:17.000,"Worth or a head to toe including a log role to see if there's any other injuries that we've missed here, okay?",UNKNOWN
00:09:17.000,00:09:18.000,Okay.,UNKNOWN
00:09:18.000,00:09:25.000,People are equally reactive by laterally about three millimeters.,UNKNOWN
00:09:25.000,00:09:29.000,"Okay, and there's some QFZ on the right here.",UNKNOWN
00:09:29.000,00:09:32.000,"Abdomen, seal, soft.",UNKNOWN
00:09:35.000,00:09:38.000,"Stable up, extremities, no obvious before we end.",UNKNOWN
00:09:38.000,00:09:41.000,We should log role and see if there's any other injuries to the back.,UNKNOWN
00:09:41.000,00:09:42.000,"Yeah, okay.",UNKNOWN
00:09:42.000,00:09:45.000,I can hold the C-spinemollule role.,UNKNOWN
00:09:45.000,00:09:47.000,Okay.,UNKNOWN
00:09:47.000,00:09:49.000,Surveying a role towards you.,UNKNOWN
00:09:50.000,00:09:57.000,"Okay, ready, one, two, three, four, careful not to drop the expansion.",UNKNOWN
00:09:57.000,00:09:59.000,Any step off to come?,UNKNOWN
00:09:59.000,00:10:03.000,"Yeah, no obvious like lacerations or other wounds to the back.",UNKNOWN
00:10:03.000,00:10:04.000,No step off to form.,UNKNOWN
00:10:04.000,00:10:09.000,"Was any of this sore where I'm pressing here, sir?",UNKNOWN
00:10:09.000,00:10:10.000,"Okay, we can go.",UNKNOWN
00:10:10.000,00:10:13.000,"No, just that tube, the tube is really sore.",UNKNOWN
00:10:13.000,00:10:14.000,That's a rollback.,UNKNOWN
00:10:14.000,00:10:18.000,"Okay, so at this point in time, let's consider giving him some payments.",UNKNOWN
00:10:19.000,00:10:22.000,Obviously he's uncomfortable.,UNKNOWN
00:10:22.000,00:10:25.000,"Don't do hydramorph, we'll do.",UNKNOWN
00:10:25.000,00:10:31.000,"Yeah, I mean his pressure is quite low, so if there's anything that's not going to drop his blood pressure further,",UNKNOWN
00:10:31.000,00:10:34.000,we can start a functional infusion as well.,UNKNOWN
00:10:34.000,00:10:36.000,And I'll check my dose though.,UNKNOWN
00:10:36.000,00:10:38.000,"Okay, thanks.",UNKNOWN
00:10:38.000,00:10:41.000,And then you probably started the second unit of blood if we haven't already started that.,UNKNOWN
00:10:41.000,00:10:42.000,"Yeah, yeah.",UNKNOWN
00:10:42.000,00:10:44.000,You should have the second unit.,UNKNOWN
00:10:44.000,00:10:51.000,"Okay, pressors ready, just in case, perfect.",UNKNOWN
00:10:51.000,00:10:54.000,"And we're hanging our second unit now, perfect.",UNKNOWN
00:10:54.000,00:11:00.000,"Okay, so I guess it's just a good time to just recap everything.",UNKNOWN
00:11:00.000,00:11:02.000,Do we have any labs that have come back yet?,UNKNOWN
00:11:02.000,00:11:05.000,"Actually before we continue, nothing yet.",UNKNOWN
00:11:05.000,00:11:10.000,I'm sure our laboratory tech is involved in the case with surgery and anesthesia.,UNKNOWN
00:11:11.000,00:11:15.000,"Okay, so this gentleman here has a stab into the left chest,",UNKNOWN
00:11:15.000,00:11:20.000,"query, paracardiophusion, hemonumma with a surgical chest tube inserted.",UNKNOWN
00:11:20.000,00:11:23.000,"Saturations have improved, but he's still sadding low 90s.",UNKNOWN
00:11:23.000,00:11:25.000,And BP's been soft.,UNKNOWN
00:11:25.000,00:11:28.000,He's receiving a second unit of blood.,UNKNOWN
00:11:28.000,00:11:32.000,And we're still prepped for intubation to things continue down a certain path.,UNKNOWN
00:11:32.000,00:11:37.000,I do think that will be the route that we go down considering he's going to go to the OR most likely.,UNKNOWN
00:11:37.000,00:11:42.000,"If possible, I'd like to reexamine the paracardiophusion to see if it's gotten me bigger.",UNKNOWN
00:11:42.000,00:11:45.000,And then we can address the injury there as well.,UNKNOWN
00:11:45.000,00:11:48.000,"I think if you stabilize it too big and maybe repeat a chest x-ray,",UNKNOWN
00:11:48.000,00:11:50.000,if we have to have a portable chest x-ray.,UNKNOWN
00:11:50.000,00:11:51.000,"Yes, I think that's a great idea.",UNKNOWN
00:11:51.000,00:11:53.000,Any other ideas that we can do?,UNKNOWN
00:11:53.000,00:11:54.000,No.,UNKNOWN
00:11:54.000,00:11:55.000,Okay.,UNKNOWN
00:11:55.000,00:11:56.000,It's quite stable now.,UNKNOWN
00:11:56.000,00:11:57.000,Where else to wait for?,UNKNOWN
00:11:57.000,00:12:00.000,"Sweet, so we'll call for repeat chest x-ray.",UNKNOWN
00:12:00.000,00:12:01.000,Okay.,UNKNOWN
00:12:01.000,00:12:03.000,Don't get the x-ray in the zone there.,UNKNOWN
00:12:03.000,00:12:05.000,That's what I'm going to do.,UNKNOWN
00:12:05.000,00:12:06.000,The repeat?,UNKNOWN
00:12:06.000,00:12:07.000,No.,UNKNOWN
00:12:07.000,00:12:11.000,"Oh, wow.",UNKNOWN
00:12:11.000,00:12:13.000,"Cool, it's done an amazing job.",UNKNOWN
00:12:13.000,00:12:17.000,So a surgical chest tube inside you looks like it's in the lung.,UNKNOWN
00:12:17.000,00:12:23.000,And there is interval improvement of the plural of fusion that was seen previously.,UNKNOWN
00:12:23.000,00:12:28.000,Do you think we need to transfer him?,UNKNOWN
00:12:28.000,00:12:32.000,I think.,UNKNOWN
00:12:32.000,00:12:37.000,"So at this point in time, yes, like we should transfer him to a more surgically capable site,",UNKNOWN
00:12:37.000,00:12:39.000,considering our surgeon isn't prepared.,UNKNOWN
00:12:39.000,00:12:44.000,I am questioning if he has had interval worsening in the cardiac silhouette.,UNKNOWN
00:12:44.000,00:12:46.000,So I think he might have a paracrytolification.,UNKNOWN
00:12:46.000,00:12:49.000,So we should probably call out to foothills and just ask if they can come in.,UNKNOWN
00:12:49.000,00:12:54.000,And we should also prep to do a paracrytosis and T-sys should we potentially need?,UNKNOWN
00:12:54.000,00:12:55.000,Okay.,UNKNOWN
00:12:55.000,00:12:58.000,"So we'll consult foothills, try and get them transferred by stars.",UNKNOWN
00:12:58.000,00:12:59.000,And then we'll open that.,UNKNOWN
00:12:59.000,00:13:02.000,And then we'll take an alkali and prep to get them.,UNKNOWN
00:13:02.000,00:13:03.000,Awesome.,UNKNOWN
00:13:03.000,00:13:04.000,How do you go?,UNKNOWN
00:13:04.000,00:13:05.000,That was great.,UNKNOWN
00:13:05.000,00:13:06.000,That was great.,UNKNOWN
00:13:06.000,00:13:09.000,Do you want the feedback in the video?,UNKNOWN
00:13:09.000,00:13:12.000,Where do we go back to the other room?,UNKNOWN
00:13:12.000,00:13:18.000,And then the engineers are here so you can give your feedback.,UNKNOWN
